NAME,GEOID,state_name,Share with Medical Debt in Collections,"Share with Medical Debt in Collections, Communities of Color","Share with Medical Debt in Collections, Majority White Communities","% population without health insurance, 2019 (ACS)","% white, non-Hispanic population without health insurance, 2019 (ACS)","% non-white population without health insurance, 2019 (ACS)","Median Medical Debt in Collections, All","Median Medical Debt in Collections, Communities of Color","Median Medical Debt in Collections, Majority White Communities",poc_pct,"Average household income, 2019 (ACS)","Average non-white household income, 2019 (ACS)","Average white, non-Hispanic household income, 2019 (ACS)"
"Anderson County, Kentucky",21005,Kentucky,.1598878,n/a**,.1598878,.0345647,.0339882,.0432588,400,n/a**,400,.0620733,67961,46760,69100
"Fulton County, Illinois",17057,Illinois,.1598837,n/a**,.1598837,.0619434,.0588104,.1410153,858,n/a**,858,.0821555,67814,68558,67795
"Barry County, Missouri",29009,Missouri,.1598086,n/a**,.1599617,.14306,.1338091,.1978757,350,n/a**,350,.1436532,64139,58104,64940
"Williamsburg city, Virginia",51830,Virginia,.1598063,n/a**,.1581509,.0591998,.0313442,.1176719,660,n/a**,649,.3227708,89601,61180,97703
"Harrison County, Ohio",39067,Ohio,.1596452,n/a**,.1609977,.0956237,.0946403,.1138743,452,n/a**,449,.0515416,60067,48189,60527
"Lipscomb County, Texas",48295,Texas,.1595745,n/a**,.1764706,.1992851,.1335241,.3087302,n/a*,n/a**,n/a*,.3749264,76016,59922,82048
"Darke County, Ohio",39037,Ohio,.1595681,n/a**,.1595681,.0565419,.0540331,.1183879,639,n/a**,639,.0391746,68845,44759,69418
"Burnet County, Texas",48053,Texas,.1595282,n/a**,.1595282,.1525206,.1263633,.2262568,653,n/a**,653,.2640017,81163,65645,84364
"Clarke County, Iowa",19039,Iowa,.1595092,n/a**,.1595092,.0636561,.034061,.2055485,877,n/a**,877,.1735043,65651,52986,67482
"Lenawee County, Michigan",26091,Michigan,.1591495,n/a**,.1591495,.0736747,.0727393,.0801463,727,n/a**,727,.1333387,69443,49795,72005
"Travis County, Texas",48453,Texas,.1591231,.2336248,.0902393,.1411345,.0720837,.2069294,564,568,555,.5120884,114226,82686,137698
"Mercer County, Kentucky",21167,Kentucky,.1590013,n/a**,.1590013,.0624416,.0592776,.0935288,373,n/a**,373,.0917933,66500,50242,67505
"Storey County, Nevada",32029,Nevada,.1589404,n/a**,.1363636,.1014456,.0832836,.2040472,n/a*,n/a**,n/a*,.1539619,92393,52520,97917
"Casey County, Kentucky",21045,Kentucky,.1588595,n/a**,.1588595,.1242989,.1133818,.3299233,418,n/a**,418,.0535726,46614,43022,46710
"Bullock County, Alabama",01011,Alabama,.1587302,.1645022,n/a*,.1137354,.1046914,.1160714,n/a*,n/a*,n/a*,.7862022,48571,39215,80344
"Perry County, Mississippi",28111,Mississippi,.1587302,n/a**,.1607717,.1388445,.1569711,.0759398,508,n/a**,508,.2243878,59274,46200,62989
"Radford city, Virginia",51750,Virginia,.1587302,n/a**,.1578947,.0811946,.0765243,.1044068,815,n/a**,742,.1670906,56946,74815,55312
"Hall County, Georgia",13139,Georgia,.1586639,.1912046,.1325615,.1843401,.096313,.3167808,1213,1213,1103,.3918014,96366,74562,105177
"Hancock County, Maine",23009,Maine,.1586433,n/a**,.1584158,.102183,.1022889,.1002805,837,n/a**,837,.052728,77170,72424,77388
"Tippecanoe County, Indiana",18157,Indiana,.1586423,n/a**,.1585616,.0652113,.0481449,.1152202,1115,n/a**,1115,.2417138,70167,49206,75510
"Copiah County, Mississippi",28029,Mississippi,.1585221,.1960784,.12,.133077,.0994604,.159272,595,610,n/a*,.5611031,54908,38976,69547
"Sumter County, Alabama",01119,Alabama,.1585014,.1585014,n/a**,.125375,.0628627,.1456504,561,561,n/a**,.751895,38978,30744,64902
"Covington County, Mississippi",28031,Mississippi,.1584786,n/a**,.1340206,.1382205,.1421482,.1322459,434,n/a**,n/a*,.395616,50121,35785,58100
"Wheeler County, Texas",48483,Texas,.1584699,n/a**,.1584699,.1908194,.1160267,.3510131,n/a*,n/a**,n/a*,.3152866,65413,40945,74539
"White County, Georgia",13311,Georgia,.158371,n/a**,.158371,.1106107,.1098479,.1199279,1308,n/a**,1308,.0770118,67742,48899,68954
"Butler County, Kansas",20015,Kansas,.1583665,n/a**,.1583665,.0883891,.0892668,.0804634,971,n/a**,971,.1118474,82866,133932,79412
"Lincoln County, Arkansas",05079,Arkansas,.1583333,n/a*,.1594203,.0744948,.0598519,.1206554,n/a*,n/a*,n/a*,.3580082,58167,39346,65637
"Sunflower County, Mississippi",28133,Mississippi,.1582278,.1627907,n/a**,.1439805,.0850726,.1613149,544,543,n/a**,.7623051,47453,36347,79315
"Putnam County, Missouri",29171,Missouri,.1582278,n/a**,.1582278,.1568627,.1605953,.0684211,n/a*,n/a**,n/a*,.0403681,56944,11677,57523
"DeKalb County, Georgia",13089,Georgia,.1579727,.2073005,.0675537,.1429729,.0626677,.1760981,782,790,686,.707889,94336,69117,140546
"Prairie County, Arkansas",05117,Arkansas,.1578947,n/a**,.1601942,.0778689,.0736935,.1008065,n/a*,n/a**,n/a*,.1534986,57282,32242,61624
"Sioux County, North Dakota",38085,North Dakota,.1578947,.1643836,n/a*,.3156315,.0834951,.3469602,n/a*,n/a*,n/a*,.8737709,53928,46972,86238
"Lawrence County, Illinois",17101,Illinois,.1577608,n/a**,.1577608,.0755393,.0772183,.0518764,1278,n/a**,1278,.1544315,62206,32820,64858
"Hancock County, Kentucky",21091,Kentucky,.1577061,n/a**,.1577061,.0295885,.0277273,.0687023,n/a*,n/a**,n/a*,.0450688,65006,41759,65850
"Austin County, Texas",48015,Texas,.1575985,n/a*,.1204589,.1387344,.0786976,.2374462,624,n/a*,522,.3779398,78664,56868,87289
"Stark County, Ohio",39151,Ohio,.1574907,.3076923,.1504565,.0616583,.0540602,.1088822,575,n/a*,576,.1391613,71726,52538,74592
"Crawford County, Kansas",20037,Kansas,.1574318,n/a**,.1566901,.1000261,.0871503,.1834862,388,n/a**,397,.1342383,56306,38852,58410
"Washoe County, Nevada",32031,Nevada,.1574074,n/a*,.1097683,.0932522,.0563972,.1538088,1026,n/a*,962,.3778872,97948,76047,106985
"Morris County, Kansas",20127,Kansas,.1573034,n/a**,.1581921,.0815396,.0800478,.0978261,n/a*,n/a**,n/a*,.0842616,71313,54110,72319
"Yancey County, North Carolina",37199,North Carolina,.1573034,n/a**,.1545801,.129797,.113738,.3375594,533,n/a**,508,.0750563,56153,39655,56918
"Eaton County, Michigan",26045,Michigan,.1572674,n/a**,.1498936,.0516804,.047759,.0698836,484,n/a**,477,.1716123,83245,81734,83496
"Uinta County, Wyoming",56041,Wyoming,.157265,n/a**,.1552028,.1119767,.0947611,.2338645,1758,n/a**,1723,.1248108,74938,72010,75273
"Bradford County, Pennsylvania",42015,Pennsylvania,.15726,n/a**,.1571567,.0669957,.0666597,.0744886,833,n/a**,860,.0430753,68533,52058,69060
"Guernsey County, Ohio",39059,Ohio,.1571195,n/a**,.1571195,.071556,.0717693,.0680272,571,n/a**,571,.0580144,58828,36851,59627
"Johnson County, Indiana",18081,Indiana,.1571009,n/a**,.1571009,.0639267,.0515752,.1503151,817,n/a**,817,.1100276,95661,75225,97525
"Clark County, Nevada",32003,Nevada,.1570691,.1938251,.1095537,.1216566,.0756542,.1538932,734,750,717,.5874682,85925,73324,98280
"Grand County, Colorado",08049,Colorado,.1570439,n/a**,.1570439,.1310766,.107972,.2900724,1119,n/a**,1119,.1270993,86284,71757,87372
"Kent County, Delaware",10001,Delaware,.1570262,n/a**,.1457175,.0895604,.079461,.1048085,754,n/a**,830,.3977742,71690,58841,78503
"Ray County, Missouri",29177,Missouri,.1568628,n/a**,.1568628,.1027806,.100566,.1358198,759,n/a**,759,.063388,74020,78784,73806
"Wyandot County, Ohio",39175,Ohio,.1568365,n/a**,.1568365,.0498091,.0426995,.1849126,713,n/a**,713,.0502273,68514,51937,69040
"Nelson County, Virginia",51125,Virginia,.1567944,n/a**,.1515748,.0910382,.0812411,.1330472,682,n/a**,741,.1891983,82523,60681,87402
"Lauderdale County, Alabama",01077,Alabama,.1567291,n/a**,.1574074,.1169906,.1028449,.1941263,743,n/a**,743,.152794,62091,43816,65078
"Schoolcraft County, Michigan",26153,Michigan,.1564886,n/a**,.1564886,.0585642,.05083,.1050309,n/a*,n/a**,n/a*,.1432654,55520,48829,56378
"St. Louis County, Missouri",29189,Missouri,.1563984,.3239392,.084294,.0589473,.0435193,.0877813,762,1027,479,.3484694,103189,69009,118589
"Cumberland County, Illinois",17035,Illinois,.1563422,n/a**,.1563422,.0530296,.0494113,.1604585,1056,n/a**,1056,.0333149,68662,45770,69025
"Clay County, North Carolina",37043,North Carolina,.1561713,n/a**,.1561713,.1347739,.1221711,.3146853,1194,n/a**,1194,.0659602,61345,44590,62484
"St. Lucie County, Florida",12111,Florida,.1561517,.2577696,.1213359,.1429261,.1023323,.1942337,895,1260,845,.4412316,72610,63320,77827
"McIntosh County, Oklahoma",40091,Oklahoma,.1560284,n/a*,.1549708,.1961622,.1506152,.291773,869,n/a*,869,.3212167,53601,54440,53308
"Onslow County, North Carolina",37133,North Carolina,.1558794,n/a**,.1599812,.0987385,.080923,.1345509,996,n/a**,1091,.3429205,67207,70209,65955
"Carroll County, Ohio",39019,Ohio,.1558442,n/a**,.1568628,.0841405,.0840875,.0867925,613,n/a**,613,.0198668,71054,74626,70972
"Barry County, Michigan",26015,Michigan,.1558164,n/a**,.1560663,.0415552,.0385906,.0889579,404,n/a**,404,.0586885,79537,69143,80026
"Cascade County, Montana",30013,Montana,.1558148,n/a**,.1549618,.0692378,.0734516,.0434743,569,n/a**,588,.1477979,64362,49154,66593
"Colquitt County, Georgia",13071,Georgia,.1557828,n/a**,.1677019,.2108616,.1559484,.2803903,842,n/a**,700,.4411907,55000,42188,62733
"Volusia County, Florida",12127,Florida,.1556913,.2325368,.1328557,.1316034,.1155778,.1699817,1018,1221,976,.2943859,70972,59498,74550
"Henry County, Georgia",13151,Georgia,.1556757,.1630478,.1398451,.091682,.0796602,.0997131,645,692,565,.5657981,90267,87118,94414
"Jackson County, Kansas",20085,Kansas,.1556064,n/a**,.1536697,.0564442,.0466721,.1073286,665,n/a**,629,.1612393,68550,53411,70899
"Waushara County, Wisconsin",55137,Wisconsin,.1554677,n/a**,.1556728,.0744533,.0666667,.156078,603,n/a**,603,.1058984,68310,56058,68977
"Benton County, Arkansas",05007,Arkansas,.1553596,n/a**,.1581013,.0994991,.0585615,.2077789,643,n/a**,645,.2739941,96757,80942,100667
"Minidoka County, Idaho",16067,Idaho,.1553398,n/a**,.1528545,.1823771,.1065177,.3058913,1341,n/a**,1855,.3799082,67816,50891,75857
"Louisa County, Virginia",51109,Virginia,.1553156,n/a**,.1546135,.1062427,.0942078,.1490305,634,n/a**,630,.2195894,84207,61927,89761
"Webster County, Mississippi",28155,Mississippi,.1551724,n/a**,.1388889,.1047304,.1042654,.1064238,n/a*,n/a**,n/a*,.2179566,54448,32431,60178
"De Baca County, New Mexico",35011,New Mexico,.1551724,n/a**,n/a*,.0406948,.0412027,.0402865,n/a*,n/a**,n/a*,.5558823,49045,55385,44865
"Dauphin County, Pennsylvania",42043,Pennsylvania,.1551103,.2572347,.1238312,.0671212,.0572129,.0851116,624,399,952,.3554738,80460,61063,88316
"Mitchell County, North Carolina",37121,North Carolina,.1550802,n/a**,.1564748,.1178761,.0980364,.3447412,479,n/a**,479,.0800453,56059,27316,57053
"Graham County, North Carolina",37075,North Carolina,.1549816,n/a**,.1549816,.1660319,.1489216,.2769368,n/a*,n/a**,n/a*,.1340933,47796,50855,47416
"Sandoval County, New Mexico",35043,New Mexico,.1549669,.2123786,.0753564,.0497207,.0343415,.0610628,701,702,n/a*,.5752991,89341,79639,97400
"Ashe County, North Carolina",37009,North Carolina,.1548223,n/a**,.1545338,.1255781,.1135442,.2787816,529,n/a**,520,.0748241,55125,46389,55396
"Dolores County, Colorado",08033,Colorado,.1547619,n/a**,.1547619,.0527733,.04979,.0789474,n/a*,n/a**,n/a*,.1023156,62136,205195,58463
"Glascock County, Georgia",13125,Georgia,.1547619,n/a*,.1585366,.0723842,.0716499,.0780781,n/a*,n/a*,n/a*,.1261682,61176,61186,61175
"Fond du Lac County, Wisconsin",55039,Wisconsin,.1547509,n/a**,.1542289,.0399497,.0281248,.1372336,1058,n/a**,1058,.1039114,80169,95998,79157
"Manitowoc County, Wisconsin",55071,Wisconsin,.1543943,n/a**,.1540918,.0473938,.0329614,.1731698,1417,n/a**,1410,.0947275,74016,44475,75864
"Kerr County, Texas",48265,Texas,.1543841,n/a**,.1540767,.1610322,.1102537,.2733514,840,n/a**,888,.3127905,78994,57097,85842
"Mahoning County, Ohio",39099,Ohio,.1542766,.3017544,.1323454,.0537667,.0497128,.0663345,600,447,575,.2463498,63363,43923,67980
"Whitley County, Kentucky",21235,Kentucky,.1542507,n/a**,.1530973,.0559374,.0570372,.0295567,435,n/a**,435,.0401041,56554,45166,56880
"Uintah County, Utah",49047,Utah,.1541624,.3378378,.138479,.1513751,.1176269,.3021902,1097,n/a*,1022,.1837102,81018,86496,80178
"York County, Maine",23031,Maine,.1541369,n/a**,.1543889,.0637097,.0599156,.1224555,871,n/a**,871,.0576264,83215,70646,83777
"Brown County, Kansas",20013,Kansas,.1540984,n/a**,.1540984,.0716308,.0616239,.1206683,n/a*,n/a**,n/a*,.1698525,62112,41746,65462
"Tuscarawas County, Ohio",39157,Ohio,.1540796,n/a**,.1540796,.1105104,.1057962,.1852881,619,n/a**,619,.0552337,66584,59984,66868
"Oxford County, Maine",23017,Maine,.1540179,n/a**,.1542344,.0876215,.087586,.0883327,929,n/a**,925,.0472806,62267,50897,62555
"Franklin County, Arkansas",05047,Arkansas,.1540041,n/a**,.1552795,.054559,.0515496,.0905045,363,n/a**,363,.0795467,50816,38267,51394
"Denton County, Texas",48121,Texas,.1539579,.2420091,.141376,.1168293,.0881741,.1557419,750,911,709,.4241085,119046,102344,128239
"Franklin County, Pennsylvania",42055,Pennsylvania,.1539267,n/a**,.1538623,.0871809,.0883334,.0791746,1286,n/a**,1254,.1191914,76869,58017,78835
"Jefferson County, Iowa",19101,Iowa,.1538462,n/a*,.1581292,.0455809,.0491497,.0309308,761,n/a*,809,.1947322,68141,43821,71189
"Adair County, Missouri",29001,Missouri,.1538462,n/a**,.1538462,.0787637,.0748926,.1137821,998,n/a**,998,.1017383,59203,42201,60645
"Perry County, Missouri",29157,Missouri,.1538462,n/a**,.1538462,.0634247,.0624408,.0829646,999,n/a**,999,.0484602,66451,55450,66806
"Coke County, Texas",48081,Texas,.1538462,n/a**,.1538462,.1481597,.1305399,.2085635,n/a*,n/a**,n/a*,.2379655,54420,51956,55008
"Prince Edward County, Virginia",51147,Virginia,.1538462,n/a**,.1329787,.0709045,.0465606,.114043,n/a*,n/a**,n/a*,.385549,62736,47029,72075
"Perry County, Arkansas",05105,Arkansas,.1535948,n/a**,.1535948,.0508392,.0446756,.1869369,n/a*,n/a**,n/a*,.0453887,61422,60524,61451
"Kenton County, Kentucky",21117,Kentucky,.1535045,n/a**,.1537123,.0568057,.0460654,.1371586,463,n/a**,463,.1147596,89473,54040,93071
"Houston County, Tennessee",47083,Tennessee,.1534884,n/a**,.1534884,.0954117,.0808191,.2650794,n/a*,n/a**,n/a*,.0799853,56271,38726,57455
"Seneca County, New York",36099,New York,.1533546,n/a**,.1525242,.0825679,.0832883,.0724154,494,n/a**,494,.1098866,71496,46236,72868
"Scott County, Illinois",17171,Illinois,.1533333,n/a**,.1533333,.0268524,.0271512,.0181818,n/a*,n/a**,n/a*,.032967,66286,52290,66513
"Adams County, Illinois",17001,Illinois,.1532847,n/a**,.1530026,.0599012,.0606025,.0521576,592,n/a**,592,.0831656,70658,57684,71761
"Portage County, Ohio",39133,Ohio,.1532514,n/a**,.1536168,.0554221,.0525326,.0792823,473,n/a**,473,.1041591,74539,38814,77842
"Lee County, Iowa",19111,Iowa,.1532493,n/a**,.1538462,.0383708,.0358842,.0654206,657,n/a**,657,.0918865,63170,58263,63475
"Daviess County, Kentucky",21059,Kentucky,.1531359,n/a**,.15328,.0759844,.06999,.118121,715,n/a**,710,.119822,71078,47780,73206
"Lake County, Indiana",18089,Indiana,.1530586,.2575818,.092037,.0786733,.0529257,.108645,738,758,640,.4624887,77171,61381,88856
"Greene County, Illinois",17061,Illinois,.1530055,n/a**,.1530055,.0589929,.0588517,.0647249,581,n/a**,581,.0378465,62277,33313,62413
"Ingham County, Michigan",26065,Michigan,.152918,n/a**,.13962,.0578264,.0457755,.0846737,470,n/a**,471,.3094293,73701,59972,78387
"Mobile County, Alabama",01097,Alabama,.1528701,.2239426,.1180217,.1132575,.1004741,.129728,869,977,829,.4359381,64556,47658,76669
"Pueblo County, Colorado",08101,Colorado,.1528625,n/a**,.117236,.0725332,.0527891,.0935165,975,n/a**,789,.4831972,66317,56004,73694
"Monroe County, Michigan",26115,Michigan,.1528348,n/a**,.1528348,.0406914,.0384389,.0634944,614,n/a**,614,.0869583,82402,69110,83679
"Norton County, Kansas",20137,Kansas,.1527778,n/a**,.1527778,.0744774,.065397,.2435897,n/a*,n/a**,n/a*,.109989,68928,67305,68963
"Early County, Georgia",13099,Georgia,.1525974,n/a*,n/a*,.1683402,.1283666,.2014764,n/a*,n/a*,n/a*,.5478083,46829,37628,55267
"Amherst County, Virginia",51009,Virginia,.1525773,n/a**,.1528926,.0933869,.0773399,.1409741,388,n/a**,388,.2530921,66613,52249,70858
"Logan County, Ohio",39091,Ohio,.1525659,n/a**,.1527778,.060432,.0601789,.0639866,529,n/a**,529,.0664225,71431,54890,72166
"Salem city, Virginia",51775,Virginia,.1525424,n/a*,.151699,.0638647,.0553989,.1146132,609,n/a*,613,.1470948,78216,49459,81736
"Bandera County, Texas",48019,Texas,.1524966,n/a**,.1524725,.1728535,.1302827,.3224749,755,n/a**,748,.2217421,73521,64390,75019
"Shelby County, Tennessee",47157,Tennessee,.1524712,.1964812,.082117,.120725,.0734877,.1464944,767,798,583,.647866,80016,58298,113340
"Hinds County, Mississippi",28049,Mississippi,.1524644,.189767,.0792079,.143659,.1385963,.1452221,916,1026,n/a*,.7550346,61797,51163,90579
"Schuyler County, New York",36097,New York,.1523297,n/a**,.151184,.0546282,.0556179,.0350467,395,n/a**,416,.0504464,65240,93236,64683
"Kings County, California",06031,California,.1523099,.1547382,n/a**,.0822453,.025003,.1078101,537,492,n/a**,.6865568,72471,64187,84724
"Taney County, Missouri",29213,Missouri,.1522694,n/a**,.1516064,.1583559,.1391125,.3114862,640,n/a**,660,.1121312,58053,58652,58002
"Warren County, Indiana",18171,Indiana,.1522634,n/a**,.1522634,.0543758,.0460653,.25,n/a*,n/a**,n/a*,.0407915,76096,222087,73799
"Crockett County, Tennessee",47033,Tennessee,.1521739,n/a**,.1509009,.1110406,.092695,.1630611,542,n/a**,537,.2607126,60132,50964,62567
"Manatee County, Florida",12081,Florida,.1521724,n/a*,.1395515,.1232099,.091671,.1979286,1212,n/a*,1178,.2881917,92213,68499,97930
"Harrisonburg city, Virginia",51660,Virginia,.1521253,n/a**,.1516517,.1241301,.078363,.2130744,759,n/a**,759,.3386331,65667,57595,68846
"Green County, Kentucky",21087,Kentucky,.1521127,n/a**,.1521127,.0572087,.0568804,.0626003,349,n/a**,349,.0570179,53787,33025,54573
"Brazos County, Texas",48041,Texas,.1520132,.267285,.1117267,.1271047,.0789044,.1869782,734,610,750,.448879,76849,59699,88031
"Hillsborough County, Florida",12057,Florida,.1519247,.1946753,.1045869,.1308284,.0903145,.167164,978,1025,839,.5273206,84812,67486,99466
"Putnam County, Illinois",17155,Illinois,.1518325,n/a**,.1518325,.0257263,.0256703,.0263736,n/a*,n/a**,n/a*,.0802307,77077,105523,75497
"Ottawa County, Ohio",39123,Ohio,.1517341,n/a**,.1518438,.0413867,.0379413,.0830078,722,n/a**,722,.0770575,77641,84158,77318
"Monroe County, Florida",12087,Florida,.1516393,n/a**,.1104295,.204255,.1661866,.2761678,956,n/a**,743,.3373704,106365,78221,117781
"Modoc County, California",06049,California,.1516129,n/a**,.1313559,.1254311,.1261104,.1228837,n/a*,n/a**,n/a*,.223083,53699,32503,57235
"Bryan County, Georgia",13029,Georgia,.1515837,n/a**,.1515837,.1057439,.0897362,.1494409,719,n/a**,719,.2694601,88173,71208,93260
"Madison County, Florida",12079,Florida,.1515789,n/a**,.1823899,.1268096,.1137725,.1434734,398,n/a**,n/a*,.4557422,51664,39608,61072
"Butler County, Ohio",39017,Ohio,.1515768,n/a**,.1512569,.0648293,.0553606,.1022411,744,n/a**,742,.1899405,88973,67972,93157
"Mora County, New Mexico",35033,New Mexico,.1515152,.1515152,n/a**,.0502646,.0112202,.0575464,n/a*,n/a*,n/a**,.8428131,43961,43854,44411
"Fayette County, Pennsylvania",42051,Pennsylvania,.1514554,n/a*,.1520439,.0479479,.0473583,.0552363,358,n/a*,358,.0823978,68078,66430,68181
"Lamar County, Alabama",01075,Alabama,.1514423,n/a**,.1514423,.1059767,.1118049,.0690209,952,n/a**,952,.1400792,54252,39513,56564
"Grant County, New Mexico",35017,New Mexico,.1514124,.2,.1142857,.0369635,.042006,.0327337,705,n/a*,n/a*,.5419061,56893,46480,65637
"Sanpete County, Utah",49039,Utah,.1512605,n/a**,.1496933,.1032718,.0851178,.2443874,958,n/a**,898,.140469,67713,53124,68659
"Morgan County, Ohio",39115,Ohio,.1512415,n/a**,.1512415,.0768805,.0797505,.043592,432,n/a**,432,.0788934,53701,42142,54651
"Lee County, Georgia",13177,Georgia,.1512097,.0576923,.1606715,.1004711,.0954915,.1137124,581,n/a*,589,.2836418,82953,69966,87752
"Stewart County, Tennessee",47161,Tennessee,.1511111,n/a**,.1511111,.0786508,.0762321,.1056015,827,n/a**,827,.0821479,58720,46896,59034
"Lafayette County, Mississippi",28071,Mississippi,.1507824,n/a*,.1430793,.0864339,.0718722,.120516,787,n/a*,751,.2995148,74924,49791,84533
"Kingman County, Kansas",20095,Kansas,.1506849,n/a**,.1506849,.0570795,.0543269,.0956341,n/a*,n/a**,n/a*,.0686648,80453,93999,79656
"Garrard County, Kentucky",21079,Kentucky,.1506591,n/a**,.1509434,.066832,.0649367,.0977069,640,n/a**,640,.0581255,66967,40407,68368
"Pike County, Arkansas",05109,Arkansas,.1505376,n/a**,.1505376,.091338,.083738,.1442524,n/a*,n/a**,n/a*,.1262551,56352,39977,57716
"Beaver County, Pennsylvania",42007,Pennsylvania,.1504621,n/a**,.1504621,.0430322,.0405231,.063814,399,n/a**,399,.1052806,75836,49222,78396
"Fleming County, Kentucky",21069,Kentucky,.1504425,n/a**,.1504425,.0907462,.0931521,.0360065,501,n/a**,501,.0421002,58083,50330,58435
"Delaware County, Indiana",18035,Indiana,.1504289,n/a**,.1501696,.0940365,.0968833,.0759378,495,n/a**,495,.1320118,61483,56127,62200
"Rockwall County, Texas",48397,Texas,.1504132,n/a**,.1488764,.1252828,.112726,.1531481,785,n/a**,808,.2917211,133824,106103,142797
"Appomattox County, Virginia",51011,Virginia,.1503759,n/a**,.1526718,.0857801,.0708445,.1348315,317,n/a**,317,.2326988,71750,48818,76957
"Marion County, Missouri",29127,Missouri,.1503067,n/a**,.1503067,.0816144,.0805425,.0913012,514,n/a**,514,.0995875,61788,80517,60550
"Rutherford County, Tennessee",47149,Tennessee,.1501613,n/a**,.1473881,.0904465,.0608694,.1558777,763,n/a**,763,.2923642,85374,71558,90258
"Bingham County, Idaho",16011,Idaho,.1501088,n/a**,.1494071,.1053082,.075373,.189635,1200,n/a**,1207,.2626584,67631,49293,72724
"Citrus County, Florida",12017,Florida,.1500898,n/a**,.1496498,.1185231,.1073784,.1959263,915,n/a**,915,.1199843,65270,63301,65495
"Chase County, Kansas",20017,Kansas,.15,n/a**,.15,.1040031,.1045222,.0980392,n/a*,n/a**,n/a*,.0879788,55495,26538,55858
"Ralls County, Missouri",29173,Missouri,.15,n/a**,.15,.0829566,.081576,.1125828,n/a*,n/a**,n/a*,.0454368,67500,72635,67399
"Presidio County, Texas",48377,Texas,.15,.15,n/a**,.2605018,.0884956,.2861143,n/a*,n/a*,n/a**,.8703943,38032,31030,61311
"Pike County, Indiana",18125,Indiana,.1497462,n/a**,.1497462,.0401052,.041479,0,842,n/a**,842,.0367588,61466,33710,61951
"Albany County, Wyoming",56001,Wyoming,.1497278,n/a**,.15,.0823181,.0627996,.1744604,1526,n/a**,1526,.1751758,68577,50818,71760
"Metcalfe County, Kentucky",21169,Kentucky,.1496815,n/a**,.1496815,.0594268,.0625993,0,n/a*,n/a**,n/a*,.0508171,47093,21538,49110
"Henry County, Tennessee",47079,Tennessee,.1496283,n/a**,.1496283,.0891049,.0890975,.089156,942,n/a**,942,.1269669,56585,43096,58170
"Houston County, Georgia",13153,Georgia,.1495481,n/a*,.1189382,.1228327,.0906607,.1608216,896,n/a*,662,.4374914,77442,62499,87625
"Allen County, Indiana",18003,Indiana,.1494263,.2969777,.1191404,.0827542,.0657326,.1283136,872,952,850,.2718515,76589,58469,81967
"Kit Carson County, Colorado",08063,Colorado,.1493213,n/a**,.15,.0912099,.0629079,.2,n/a*,n/a**,n/a*,.2304284,69660,63061,70869
"Coffey County, Kansas",20031,Kansas,.1492537,n/a**,.1492537,.0787344,.0770748,.1016334,n/a*,n/a**,n/a*,.067119,76736,67057,77388
"Dimmit County, Texas",48127,Texas,.1492537,.1492537,n/a**,.205888,.1276786,.215403,n/a*,n/a*,n/a**,.8904963,50160,45086,76160
"Kimble County, Texas",48267,Texas,.1492537,n/a**,.1503759,.1832026,.1710887,.2208531,n/a*,n/a**,n/a*,.2433112,72565,49714,78325
"St. Clair County, Alabama",01115,Alabama,.1491907,n/a*,.1487107,.0602214,.0538129,.1025507,1003,n/a*,1013,.1413018,78406,52312,82379
"Hernando County, Florida",12053,Florida,.1491321,n/a**,.1494657,.1176976,.1115504,.1371677,914,n/a**,914,.2403672,62821,59650,63576
"Pendleton County, West Virginia",54071,West Virginia,.1491228,n/a**,.1504425,.0521878,.0502451,.0883191,n/a*,n/a**,n/a*,.0527068,55108,37007,55856
"Ashland County, Wisconsin",55003,Wisconsin,.1491054,n/a*,.1437372,.0562082,.0493779,.0882244,1493,n/a*,1723,.1763463,56108,46083,57660
"Shiawassee County, Michigan",26155,Michigan,.1490683,n/a**,.1488889,.0521129,.0488395,.1030852,469,n/a**,474,.058926,70485,41873,71695
"Hancock County, Ohio",39063,Ohio,.149063,n/a**,.1471471,.0309806,.0256876,.0721771,677,n/a**,674,.1098145,85029,77889,85648
"Pike County, Illinois",17149,Illinois,.1490281,n/a**,.1490281,.0485756,.0454021,.1422846,634,n/a**,634,.0415391,62740,45393,63068
"Bourbon County, Kansas",20011,Kansas,.1489842,n/a**,.1489842,.1065146,.1089843,.0840925,580,n/a**,580,.0991922,57857,44106,59024
"Seminole County, Florida",12117,Florida,.1489444,.1690544,.1047801,.0910833,.0687076,.1224835,1040,1147,929,.416022,95285,79299,103762
"Kankakee County, Illinois",17091,Illinois,.148773,.2075472,.1294866,.0503636,.026991,.109398,431,n/a*,379,.2803131,73666,54488,79399
"Sullivan County, Indiana",18153,Indiana,.1486989,n/a**,.1489758,.0977589,.0934764,.1818182,594,n/a**,594,.0807525,64112,53589,64450
"Sawyer County, Wisconsin",55113,Wisconsin,.1486698,n/a*,.1426229,.0692179,.0515947,.1276083,1198,n/a*,1248,.233124,69754,45217,75941
"Waupaca County, Wisconsin",55135,Wisconsin,.1486643,n/a**,.1484284,.0593084,.0549,.1352339,1199,n/a**,1202,.0573324,73105,54100,73777
"Ogemaw County, Michigan",26129,Michigan,.1486111,n/a**,.1486111,.064701,.0651206,.056926,398,n/a**,398,.0535458,53794,58713,53606
